accession	reference	antibiotic	mic	mic_numeric
SRR1661235	Demczuk2015	azithromycin	0.125	0.125
SRR1661235	Demczuk2015	cefixime	0.004	0.004
SRR1661235	Demczuk2015	ceftriaxone	0.002	0.002
SRR1661235	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661235	Demczuk2015	penicillin	0.25	0.25
SRR1661235	Demczuk2015	spectinomycin	16	16
SRR1661235	Demczuk2015	tetracycline	0.5	0.5
SRR1661236	Demczuk2015	azithromycin	0.063	0.063
SRR1661236	Demczuk2015	cefixime	0.004	0.004
SRR1661236	Demczuk2015	ceftriaxone	0.002	0.002
SRR1661236	Demczuk2015	ciprofloxacin	0.002	0.002
SRR1661236	Demczuk2015	penicillin	0.125	0.125
SRR1661236	Demczuk2015	spectinomycin	16	16
SRR1661236	Demczuk2015	tetracycline	0.25	0.25
SRR1661237	Demczuk2015	azithromycin	0.125	0.125
SRR1661237	Demczuk2015	cefixime	0.004	0.004
SRR1661237	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661237	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661237	Demczuk2015	penicillin	0.25	0.25
SRR1661237	Demczuk2015	spectinomycin	16	16
SRR1661237	Demczuk2015	tetracycline	0.25	0.25
SRR1661238	Demczuk2015	azithromycin	0.125	0.125
SRR1661238	Demczuk2015	cefixime	0.004	0.004
SRR1661238	Demczuk2015	ceftriaxone	0.002	0.002
SRR1661238	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661238	Demczuk2015	penicillin	0.25	0.25
SRR1661238	Demczuk2015	spectinomycin	16	16
SRR1661238	Demczuk2015	tetracycline	0.25	0.25
SRR1661239	Demczuk2015	azithromycin	0.125	0.125
SRR1661239	Demczuk2015	cefixime	0.004	0.004
SRR1661239	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661239	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661239	Demczuk2015	penicillin	0.25	0.25
SRR1661239	Demczuk2015	spectinomycin	16	16
SRR1661239	Demczuk2015	tetracycline	0.25	0.25
SRR1661240	Demczuk2015	azithromycin	0.125	0.125
SRR1661240	Demczuk2015	cefixime	0.004	0.004
SRR1661240	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661240	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661240	Demczuk2015	penicillin	0.25	0.25
SRR1661240	Demczuk2015	spectinomycin	16	16
SRR1661240	Demczuk2015	tetracycline	0.25	0.25
SRR1661241	Demczuk2015	azithromycin	0.125	0.125
SRR1661241	Demczuk2015	cefixime	0.004	0.004
SRR1661241	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661241	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661241	Demczuk2015	penicillin	0.125	0.125
SRR1661241	Demczuk2015	spectinomycin	16	16
SRR1661241	Demczuk2015	tetracycline	0.25	0.25
SRR1661242	Demczuk2015	azithromycin	0.5	0.5
SRR1661242	Demczuk2015	cefixime	0.25	0.25
SRR1661242	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661242	Demczuk2015	ciprofloxacin	16	16
SRR1661242	Demczuk2015	penicillin	2	2
SRR1661242	Demczuk2015	spectinomycin	32	32
SRR1661242	Demczuk2015	tetracycline	4	4
SRR1661243	Demczuk2015	azithromycin	1	1
SRR1661243	Demczuk2015	cefixime	0.016	0.016
SRR1661243	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661243	Demczuk2015	ciprofloxacin	16	16
SRR1661243	Demczuk2015	penicillin	2	2
SRR1661243	Demczuk2015	spectinomycin	32	32
SRR1661243	Demczuk2015	tetracycline	4	4
SRR1661245	Demczuk2015	azithromycin	1	1
SRR1661245	Demczuk2015	cefixime	0.25	0.25
SRR1661245	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661245	Demczuk2015	ciprofloxacin	16	16
SRR1661245	Demczuk2015	penicillin	2	2
SRR1661245	Demczuk2015	spectinomycin	32	32
SRR1661245	Demczuk2015	tetracycline	4	4
SRR1661246	Demczuk2015	azithromycin	0.5	0.5
SRR1661246	Demczuk2015	cefixime	0.125	0.125
SRR1661246	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661246	Demczuk2015	ciprofloxacin	16	16
SRR1661246	Demczuk2015	penicillin	2	2
SRR1661246	Demczuk2015	spectinomycin	16	16
SRR1661246	Demczuk2015	tetracycline	4	4
SRR1661247	Demczuk2015	azithromycin	0.5	0.5
SRR1661247	Demczuk2015	cefixime	0.125	0.125
SRR1661247	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661247	Demczuk2015	ciprofloxacin	16	16
SRR1661247	Demczuk2015	penicillin	2	2
SRR1661247	Demczuk2015	spectinomycin	16	16
SRR1661247	Demczuk2015	tetracycline	4	4
SRR1661248	Demczuk2015	azithromycin	0.5	0.5
SRR1661248	Demczuk2015	cefixime	0.125	0.125
SRR1661248	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661248	Demczuk2015	ciprofloxacin	16	16
SRR1661248	Demczuk2015	penicillin	2	2
SRR1661248	Demczuk2015	spectinomycin	32	32
SRR1661248	Demczuk2015	tetracycline	8	8
SRR1661249	Demczuk2015	azithromycin	1	1
SRR1661249	Demczuk2015	cefixime	0.125	0.125
SRR1661249	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661249	Demczuk2015	ciprofloxacin	16	16
SRR1661249	Demczuk2015	penicillin	2	2
SRR1661249	Demczuk2015	spectinomycin	16	16
SRR1661249	Demczuk2015	tetracycline	2	2
SRR1661251	Demczuk2015	azithromycin	0.5	0.5
SRR1661251	Demczuk2015	cefixime	0.125	0.125
SRR1661251	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661251	Demczuk2015	ciprofloxacin	16	16
SRR1661251	Demczuk2015	penicillin	1	1
SRR1661251	Demczuk2015	spectinomycin	32	32
SRR1661251	Demczuk2015	tetracycline	4	4
SRR1661252	Demczuk2015	azithromycin	0.5	0.5
SRR1661252	Demczuk2015	cefixime	0.063	0.063
SRR1661252	Demczuk2015	ceftriaxone	0.25	0.25
SRR1661252	Demczuk2015	ciprofloxacin	16	16
SRR1661252	Demczuk2015	penicillin	2	2
SRR1661252	Demczuk2015	spectinomycin	32	32
SRR1661252	Demczuk2015	tetracycline	4	4
SRR1661253	Demczuk2015	azithromycin	0.25	0.25
SRR1661253	Demczuk2015	cefixime	0.25	0.25
SRR1661253	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661253	Demczuk2015	ciprofloxacin	16	16
SRR1661253	Demczuk2015	penicillin	2	2
SRR1661253	Demczuk2015	spectinomycin	16	16
SRR1661253	Demczuk2015	tetracycline	2	2
SRR1661254	Demczuk2015	azithromycin	0.25	0.25
SRR1661254	Demczuk2015	cefixime	0.063	0.063
SRR1661254	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661254	Demczuk2015	ciprofloxacin	4	4
SRR1661254	Demczuk2015	penicillin	1	1
SRR1661254	Demczuk2015	spectinomycin	16	16
SRR1661254	Demczuk2015	tetracycline	1	1
SRR1661256	Demczuk2015	azithromycin	0.032	0.032
SRR1661256	Demczuk2015	cefixime	0.004	0.004
SRR1661256	Demczuk2015	ceftriaxone	0.002	0.002
SRR1661256	Demczuk2015	ciprofloxacin	0.002	0.002
SRR1661256	Demczuk2015	penicillin	0.125	0.125
SRR1661256	Demczuk2015	spectinomycin	16	16
SRR1661256	Demczuk2015	tetracycline	0.25	0.25
SRR1661257	Demczuk2015	azithromycin	0.063	0.063
SRR1661257	Demczuk2015	cefixime	0.004	0.004
SRR1661257	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661257	Demczuk2015	ciprofloxacin	0.002	0.002
SRR1661257	Demczuk2015	penicillin	0.063	0.063
SRR1661257	Demczuk2015	spectinomycin	16	16
SRR1661257	Demczuk2015	tetracycline	0.125	0.125
SRR1661258	Demczuk2015	azithromycin	0.5	0.5
SRR1661258	Demczuk2015	cefixime	0.032	0.032
SRR1661258	Demczuk2015	ceftriaxone	0.032	0.032
SRR1661258	Demczuk2015	ciprofloxacin	16	16
SRR1661258	Demczuk2015	penicillin	2	2
SRR1661258	Demczuk2015	spectinomycin	32	32
SRR1661258	Demczuk2015	tetracycline	4	4
SRR1661259	Demczuk2015	azithromycin	0.5	0.5
SRR1661259	Demczuk2015	cefixime	0.25	0.25
SRR1661259	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661259	Demczuk2015	ciprofloxacin	16	16
SRR1661259	Demczuk2015	penicillin	2	2
SRR1661259	Demczuk2015	spectinomycin	32	32
SRR1661259	Demczuk2015	tetracycline	4	4
SRR1661260	Demczuk2015	azithromycin	0.125	0.125
SRR1661260	Demczuk2015	cefixime	0.004	0.004
SRR1661260	Demczuk2015	ceftriaxone	0.0005	5e-4
SRR1661260	Demczuk2015	ciprofloxacin	0.002	0.002
SRR1661260	Demczuk2015	penicillin	0.25	0.25
SRR1661260	Demczuk2015	spectinomycin	16	16
SRR1661260	Demczuk2015	tetracycline	0.25	0.25
SRR1661261	Demczuk2015	azithromycin	0.25	0.25
SRR1661261	Demczuk2015	cefixime	0.008	0.008
SRR1661261	Demczuk2015	ceftriaxone	0.008	0.008
SRR1661261	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661261	Demczuk2015	penicillin	0.25	0.25
SRR1661261	Demczuk2015	spectinomycin	32	32
SRR1661261	Demczuk2015	tetracycline	1	1
SRR1661262	Demczuk2015	azithromycin	1	1
SRR1661262	Demczuk2015	cefixime	0.008	0.008
SRR1661262	Demczuk2015	ceftriaxone	0.008	0.008
SRR1661262	Demczuk2015	ciprofloxacin	16	16
SRR1661262	Demczuk2015	penicillin	2	2
SRR1661262	Demczuk2015	spectinomycin	32	32
SRR1661262	Demczuk2015	tetracycline	4	4
SRR1661263	Demczuk2015	azithromycin	0.125	0.125
SRR1661263	Demczuk2015	cefixime	0.004	0.004
SRR1661263	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661263	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661263	Demczuk2015	penicillin	0.25	0.25
SRR1661263	Demczuk2015	spectinomycin	16	16
SRR1661263	Demczuk2015	tetracycline	0.25	0.25
SRR1661264	Demczuk2015	azithromycin	0.125	0.125
SRR1661264	Demczuk2015	cefixime	0.002	0.002
SRR1661264	Demczuk2015	ceftriaxone	0.0005	5e-4
SRR1661264	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661264	Demczuk2015	penicillin	0.125	0.125
SRR1661264	Demczuk2015	spectinomycin	32	32
SRR1661264	Demczuk2015	tetracycline	0.5	0.5
SRR1661265	Demczuk2015	azithromycin	1	1
SRR1661265	Demczuk2015	cefixime	0.032	0.032
SRR1661265	Demczuk2015	ceftriaxone	0.016	0.016
SRR1661265	Demczuk2015	ciprofloxacin	4	4
SRR1661265	Demczuk2015	penicillin	1	1
SRR1661265	Demczuk2015	spectinomycin	16	16
SRR1661265	Demczuk2015	tetracycline	2	2
SRR1661266	Demczuk2015	azithromycin	0.125	0.125
SRR1661266	Demczuk2015	cefixime	0.004	0.004
SRR1661266	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661266	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661266	Demczuk2015	penicillin	0.25	0.25
SRR1661266	Demczuk2015	spectinomycin	16	16
SRR1661266	Demczuk2015	tetracycline	0.5	0.5
SRR1661267	Demczuk2015	azithromycin	0.063	0.063
SRR1661267	Demczuk2015	cefixime	0.004	0.004
SRR1661267	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661267	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661267	Demczuk2015	penicillin	0.125	0.125
SRR1661267	Demczuk2015	spectinomycin	16	16
SRR1661267	Demczuk2015	tetracycline	0.5	0.5
SRR1661268	Demczuk2015	azithromycin	0.5	0.5
SRR1661268	Demczuk2015	cefixime	0.25	0.25
SRR1661268	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661268	Demczuk2015	ciprofloxacin	4	4
SRR1661268	Demczuk2015	penicillin	1	1
SRR1661268	Demczuk2015	spectinomycin	16	16
SRR1661268	Demczuk2015	tetracycline	4	4
SRR1661269	Demczuk2015	azithromycin	0.25	0.25
SRR1661269	Demczuk2015	cefixime	0.125	0.125
SRR1661269	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661269	Demczuk2015	ciprofloxacin	4	4
SRR1661269	Demczuk2015	penicillin	1	1
SRR1661269	Demczuk2015	spectinomycin	32	32
SRR1661269	Demczuk2015	tetracycline	2	2
SRR1661270	Demczuk2015	azithromycin	0.5	0.5
SRR1661270	Demczuk2015	cefixime	0.25	0.25
SRR1661270	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661270	Demczuk2015	ciprofloxacin	16	16
SRR1661270	Demczuk2015	penicillin	2	2
SRR1661270	Demczuk2015	spectinomycin	32	32
SRR1661270	Demczuk2015	tetracycline	8	8
SRR1661271	Demczuk2015	azithromycin	0.5	0.5
SRR1661271	Demczuk2015	cefixime	0.25	0.25
SRR1661271	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661271	Demczuk2015	ciprofloxacin	16	16
SRR1661271	Demczuk2015	penicillin	2	2
SRR1661271	Demczuk2015	spectinomycin	32	32
SRR1661271	Demczuk2015	tetracycline	4	4
SRR1661272	Demczuk2015	azithromycin	0.5	0.5
SRR1661272	Demczuk2015	cefixime	0.25	0.25
SRR1661272	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661272	Demczuk2015	ciprofloxacin	4	4
SRR1661272	Demczuk2015	penicillin	2	2
SRR1661272	Demczuk2015	spectinomycin	32	32
SRR1661272	Demczuk2015	tetracycline	2	2
SRR1661273	Demczuk2015	azithromycin	0.5	0.5
SRR1661273	Demczuk2015	cefixime	0.125	0.125
SRR1661273	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661273	Demczuk2015	ciprofloxacin	16	16
SRR1661273	Demczuk2015	penicillin	2	2
SRR1661273	Demczuk2015	spectinomycin	32	32
SRR1661273	Demczuk2015	tetracycline	4	4
SRR1661274	Demczuk2015	azithromycin	0.063	0.063
SRR1661274	Demczuk2015	cefixime	0.063	0.063
SRR1661274	Demczuk2015	ceftriaxone	0.032	0.032
SRR1661274	Demczuk2015	ciprofloxacin	4	4
SRR1661274	Demczuk2015	penicillin	0.5	0.5
SRR1661274	Demczuk2015	spectinomycin	16	16
SRR1661274	Demczuk2015	tetracycline	1	1
SRR1661275	Demczuk2015	azithromycin	0.125	0.125
SRR1661275	Demczuk2015	cefixime	0.002	0.002
SRR1661275	Demczuk2015	ceftriaxone	0.001	0.001
SRR1661275	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661275	Demczuk2015	penicillin	0.032	0.032
SRR1661275	Demczuk2015	spectinomycin	32	32
SRR1661275	Demczuk2015	tetracycline	0.5	0.5
SRR1661276	Demczuk2015	azithromycin	0.5	0.5
SRR1661276	Demczuk2015	cefixime	0.125	0.125
SRR1661276	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661276	Demczuk2015	ciprofloxacin	16	16
SRR1661276	Demczuk2015	penicillin	1	1
SRR1661276	Demczuk2015	spectinomycin	16	16
SRR1661276	Demczuk2015	tetracycline	4	4
SRR1661278	Demczuk2015	azithromycin	0.5	0.5
SRR1661278	Demczuk2015	cefixime	0.125	0.125
SRR1661278	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661278	Demczuk2015	ciprofloxacin	16	16
SRR1661278	Demczuk2015	penicillin	4	4
SRR1661278	Demczuk2015	spectinomycin	16	16
SRR1661278	Demczuk2015	tetracycline	4	4
SRR1661279	Demczuk2015	azithromycin	2	2
SRR1661279	Demczuk2015	cefixime	0.25	0.25
SRR1661279	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661279	Demczuk2015	ciprofloxacin	16	16
SRR1661279	Demczuk2015	penicillin	4	4
SRR1661279	Demczuk2015	spectinomycin	32	32
SRR1661279	Demczuk2015	tetracycline	4	4
SRR1661280	Demczuk2015	azithromycin	0.032	0.032
SRR1661280	Demczuk2015	cefixime	0.016	0.016
SRR1661280	Demczuk2015	ceftriaxone	0.008	0.008
SRR1661280	Demczuk2015	ciprofloxacin	4	4
SRR1661280	Demczuk2015	penicillin	0.5	0.5
SRR1661280	Demczuk2015	spectinomycin	16	16
SRR1661280	Demczuk2015	tetracycline	1	1
SRR1661281	Demczuk2015	azithromycin	1	1
SRR1661281	Demczuk2015	cefixime	0.032	0.032
SRR1661281	Demczuk2015	ceftriaxone	0.016	0.016
SRR1661281	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661281	Demczuk2015	penicillin	0.5	0.5
SRR1661281	Demczuk2015	spectinomycin	16	16
SRR1661281	Demczuk2015	tetracycline	1	1
SRR1661282	Demczuk2015	azithromycin	0.25	0.25
SRR1661282	Demczuk2015	cefixime	0.004	0.004
SRR1661282	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661282	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661282	Demczuk2015	penicillin	0.25	0.25
SRR1661282	Demczuk2015	spectinomycin	16	16
SRR1661282	Demczuk2015	tetracycline	1	1
SRR1661283	Demczuk2015	azithromycin	0.25	0.25
SRR1661283	Demczuk2015	cefixime	0.125	0.125
SRR1661283	Demczuk2015	ceftriaxone	0.032	0.032
SRR1661283	Demczuk2015	ciprofloxacin	8	8
SRR1661283	Demczuk2015	penicillin	1	1
SRR1661283	Demczuk2015	spectinomycin	16	16
SRR1661283	Demczuk2015	tetracycline	1	1
SRR1661284	Demczuk2015	azithromycin	0.25	0.25
SRR1661284	Demczuk2015	cefixime	0.125	0.125
SRR1661284	Demczuk2015	ceftriaxone	0.032	0.032
SRR1661284	Demczuk2015	ciprofloxacin	8	8
SRR1661284	Demczuk2015	penicillin	1	1
SRR1661284	Demczuk2015	spectinomycin	16	16
SRR1661284	Demczuk2015	tetracycline	2	2
SRR1661285	Demczuk2015	azithromycin	0.032	0.032
SRR1661285	Demczuk2015	cefixime	0.004	0.004
SRR1661285	Demczuk2015	ceftriaxone	0.002	0.002
SRR1661285	Demczuk2015	ciprofloxacin	0.002	0.002
SRR1661285	Demczuk2015	penicillin	0.125	0.125
SRR1661285	Demczuk2015	spectinomycin	16	16
SRR1661285	Demczuk2015	tetracycline	0.25	0.25
SRR1661286	Demczuk2015	azithromycin	0.125	0.125
SRR1661286	Demczuk2015	cefixime	0.004	0.004
SRR1661286	Demczuk2015	ceftriaxone	0.002	0.002
SRR1661286	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661286	Demczuk2015	penicillin	0.25	0.25
SRR1661286	Demczuk2015	spectinomycin	16	16
SRR1661286	Demczuk2015	tetracycline	0.25	0.25
SRR1661287	Demczuk2015	azithromycin	0.125	0.125
SRR1661287	Demczuk2015	cefixime	0.004	0.004
SRR1661287	Demczuk2015	ceftriaxone	0.002	0.002
SRR1661287	Demczuk2015	ciprofloxacin	0.008	0.008
SRR1661287	Demczuk2015	penicillin	0.25	0.25
SRR1661287	Demczuk2015	spectinomycin	16	16
SRR1661287	Demczuk2015	tetracycline	0.25	0.25
SRR1661288	Demczuk2015	azithromycin	0.125	0.125
SRR1661288	Demczuk2015	cefixime	0.002	0.002
SRR1661288	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661288	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661288	Demczuk2015	penicillin	0.25	0.25
SRR1661288	Demczuk2015	spectinomycin	16	16
SRR1661288	Demczuk2015	tetracycline	0.25	0.25
SRR1661289	Demczuk2015	azithromycin	0.125	0.125
SRR1661289	Demczuk2015	cefixime	0.002	0.002
SRR1661289	Demczuk2015	ceftriaxone	0.001	0.001
SRR1661289	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661289	Demczuk2015	penicillin	0.032	0.032
SRR1661289	Demczuk2015	spectinomycin	32	32
SRR1661289	Demczuk2015	tetracycline	0.25	0.25
SRR1661290	Demczuk2015	azithromycin	0.25	0.25
SRR1661290	Demczuk2015	cefixime	0.004	0.004
SRR1661290	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661290	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661290	Demczuk2015	penicillin	0.25	0.25
SRR1661290	Demczuk2015	spectinomycin	16	16
SRR1661290	Demczuk2015	tetracycline	1	1
SRR1661291	Demczuk2015	azithromycin	0.125	0.125
SRR1661291	Demczuk2015	cefixime	0.004	0.004
SRR1661291	Demczuk2015	ceftriaxone	0.004	0.004
SRR1661291	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661291	Demczuk2015	penicillin	0.25	0.25
SRR1661291	Demczuk2015	spectinomycin	16	16
SRR1661291	Demczuk2015	tetracycline	1	1
SRR1661292	Demczuk2015	azithromycin	0.5	0.5
SRR1661292	Demczuk2015	cefixime	>=4	4
SRR1661292	Demczuk2015	ceftriaxone	2	2
SRR1661292	Demczuk2015	ciprofloxacin	16	16
SRR1661292	Demczuk2015	penicillin	2	2
SRR1661292	Demczuk2015	spectinomycin	32	32
SRR1661292	Demczuk2015	tetracycline	4	4
SRR1661293	Demczuk2015	azithromycin	0.5	0.5
SRR1661293	Demczuk2015	cefixime	0.125	0.125
SRR1661293	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661293	Demczuk2015	ciprofloxacin	8	8
SRR1661293	Demczuk2015	penicillin	2	2
SRR1661293	Demczuk2015	spectinomycin	32	32
SRR1661293	Demczuk2015	tetracycline	4	4
SRR1661294	Demczuk2015	azithromycin	0.5	0.5
SRR1661294	Demczuk2015	cefixime	0.25	0.25
SRR1661294	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661294	Demczuk2015	ciprofloxacin	16	16
SRR1661294	Demczuk2015	penicillin	4	4
SRR1661294	Demczuk2015	spectinomycin	32	32
SRR1661294	Demczuk2015	tetracycline	4	4
SRR1661295	Demczuk2015	azithromycin	0.032	0.032
SRR1661295	Demczuk2015	cefixime	0.004	0.004
SRR1661295	Demczuk2015	ceftriaxone	0.002	0.002
SRR1661295	Demczuk2015	ciprofloxacin	0.004	0.004
SRR1661295	Demczuk2015	penicillin	0.125	0.125
SRR1661295	Demczuk2015	spectinomycin	16	16
SRR1661295	Demczuk2015	tetracycline	1	1
SRR1661296	Demczuk2015	azithromycin	0.063	0.063
SRR1661296	Demczuk2015	cefixime	0.063	0.063
SRR1661296	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661296	Demczuk2015	ciprofloxacin	16	16
SRR1661296	Demczuk2015	penicillin	2	2
SRR1661296	Demczuk2015	spectinomycin	16	16
SRR1661296	Demczuk2015	tetracycline	64	64
SRR1661297	Demczuk2015	azithromycin	0.063	0.063
SRR1661297	Demczuk2015	cefixime	0.063	0.063
SRR1661297	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661297	Demczuk2015	ciprofloxacin	8	8
SRR1661297	Demczuk2015	penicillin	2	2
SRR1661297	Demczuk2015	spectinomycin	32	32
SRR1661297	Demczuk2015	tetracycline	4	4
SRR1661298	Demczuk2015	azithromycin	0.5	0.5
SRR1661298	Demczuk2015	cefixime	0.125	0.125
SRR1661298	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661298	Demczuk2015	ciprofloxacin	16	16
SRR1661298	Demczuk2015	penicillin	2	2
SRR1661298	Demczuk2015	spectinomycin	32	32
SRR1661298	Demczuk2015	tetracycline	4	4
SRR1661299	Demczuk2015	azithromycin	0.125	0.125
SRR1661299	Demczuk2015	cefixime	0.125	0.125
SRR1661299	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661299	Demczuk2015	ciprofloxacin	16	16
SRR1661299	Demczuk2015	penicillin	4	4
SRR1661299	Demczuk2015	spectinomycin	32	32
SRR1661299	Demczuk2015	tetracycline	4	4
SRR1661300	Demczuk2015	azithromycin	0.063	0.063
SRR1661300	Demczuk2015	cefixime	0.063	0.063
SRR1661300	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661300	Demczuk2015	ciprofloxacin	8	8
SRR1661300	Demczuk2015	penicillin	2	2
SRR1661300	Demczuk2015	spectinomycin	32	32
SRR1661300	Demczuk2015	tetracycline	4	4
SRR1661301	Demczuk2015	azithromycin	0.125	0.125
SRR1661301	Demczuk2015	cefixime	0.25	0.25
SRR1661301	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661301	Demczuk2015	ciprofloxacin	16	16
SRR1661301	Demczuk2015	penicillin	4	4
SRR1661301	Demczuk2015	spectinomycin	32	32
SRR1661301	Demczuk2015	tetracycline	4	4
SRR1661302	Demczuk2015	azithromycin	0.063	0.063
SRR1661302	Demczuk2015	cefixime	0.25	0.25
SRR1661302	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661302	Demczuk2015	ciprofloxacin	8	8
SRR1661302	Demczuk2015	penicillin	2	2
SRR1661302	Demczuk2015	spectinomycin	16	16
SRR1661302	Demczuk2015	tetracycline	4	4
SRR1661303	Demczuk2015	azithromycin	0.063	0.063
SRR1661303	Demczuk2015	cefixime	0.063	0.063
SRR1661303	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661303	Demczuk2015	ciprofloxacin	8	8
SRR1661303	Demczuk2015	penicillin	4	4
SRR1661303	Demczuk2015	spectinomycin	32	32
SRR1661303	Demczuk2015	tetracycline	4	4
SRR1661304	Demczuk2015	azithromycin	0.063	0.063
SRR1661304	Demczuk2015	cefixime	0.125	0.125
SRR1661304	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661304	Demczuk2015	ciprofloxacin	16	16
SRR1661304	Demczuk2015	penicillin	4	4
SRR1661304	Demczuk2015	spectinomycin	32	32
SRR1661304	Demczuk2015	tetracycline	4	4
SRR1661305	Demczuk2015	azithromycin	0.063	0.063
SRR1661305	Demczuk2015	cefixime	0.063	0.063
SRR1661305	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661305	Demczuk2015	ciprofloxacin	8	8
SRR1661305	Demczuk2015	penicillin	2	2
SRR1661305	Demczuk2015	spectinomycin	16	16
SRR1661305	Demczuk2015	tetracycline	4	4
SRR1661306	Demczuk2015	azithromycin	0.063	0.063
SRR1661306	Demczuk2015	cefixime	0.063	0.063
SRR1661306	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661306	Demczuk2015	ciprofloxacin	16	16
SRR1661306	Demczuk2015	penicillin	4	4
SRR1661306	Demczuk2015	spectinomycin	32	32
SRR1661306	Demczuk2015	tetracycline	4	4
SRR1661307	Demczuk2015	azithromycin	0.5	0.5
SRR1661307	Demczuk2015	cefixime	0.125	0.125
SRR1661307	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661307	Demczuk2015	ciprofloxacin	16	16
SRR1661307	Demczuk2015	penicillin	2	2
SRR1661307	Demczuk2015	spectinomycin	16	16
SRR1661307	Demczuk2015	tetracycline	4	4
SRR1661308	Demczuk2015	azithromycin	0.5	0.5
SRR1661308	Demczuk2015	cefixime	0.125	0.125
SRR1661308	Demczuk2015	ceftriaxone	0.063	0.063
SRR1661308	Demczuk2015	ciprofloxacin	>=32	32
SRR1661308	Demczuk2015	penicillin	2	2
SRR1661308	Demczuk2015	tetracycline	4	4
SRR1661309	Demczuk2015	azithromycin	0.25	0.25
SRR1661309	Demczuk2015	cefixime	<=0.032	0.032
SRR1661309	Demczuk2015	ceftriaxone	0.125	0.125
SRR1661309	Demczuk2015	ciprofloxacin	>=32	32
SRR1661309	Demczuk2015	penicillin	1	1
SRR1661309	Demczuk2015	tetracycline	2	2
SRR1661310	Demczuk2015	azithromycin	0.5	0.5
SRR1661310	Demczuk2015	cefixime	0.125	0.125
SRR1661310	Demczuk2015	ceftriaxone	<=0.032	0.032
SRR1661310	Demczuk2015	ciprofloxacin	32	32
SRR1661310	Demczuk2015	penicillin	1	1
SRR1661310	Demczuk2015	tetracycline	2	2
SRR1661311	Demczuk2015	azithromycin	0.5	0.5
